steam_id,pais,total_jogos,jogos_ids
76561198083537446,BR,13,440;218620;233130;238320;255520;305050;323580;357070;368230;489520;611500;863550;1922560
76561198087150798,N/A,0,
76561198094625834,N/A,396,10;20;50;70;80;100;130;220;240;280;320;360;400;440;550;620;730;1250;2280;3020;3480;3540;3590;3830;4000;6910;7670;8850;8870;9500;10090;10180;10190;12120;12140;12250;17390;17440;21980;22370;22380;22600;31220;31230;31240;31250;31260;31280;32440;34900;35420;39210;42670;42700;42710;43110;43160;49520;67370;70300;71230;71250;71340;96000;102600;105600;108600;108710;113200;200170;200940;201810;202750;202970;202990;203160;204360;204450;205100;205350;206420;207140;207530;212910;213670;217200;218620;219740;221910;223470;227300;229810;233720;235460;235800;236450;238460;239030;242700;242760;245170;246620;247080;248820;250900;252950;253230;253430;253940;254700;261640;262060;265930;268910;269210;271590;274170;274190;274230;274250;274270;274350;278360;280180;282800;286160;292030;293780;296300;297120;297130;298630;304050;304390;304930;307670;307780;311210;311690;312660;316790;317250;318600;322330;322500;325180;327890;331690;331750;332800;343710;348670;354240;359550;362890;365450;365660;367520;368730;371530;371970;377160;377600;379720;381210;382560;386940;388060;393200;393520;397540;400180;400240;401680;402180;403640;406090;409710;409720;411370;413150;415740;418370;418650;424840;427410;431240;431960;433850;434260;434570;437920;438640;439700;447040;447530;449680;450540;457210;460790;461950;468920;470220;475550;477160;480490;488790;489520;493520;501590;504230;525510;527230;529590;531800;541200;546560;548430;550650;552440;552500;553310;553850;554530;555050;555160;555440;557340;568220;574980;584400;584640;586310;586950;588650;589780;601220;606150;612880;614970;615120;617670;617830;618140;618740;620980;623990;629520;629730;632360;632470;638970;643880;644560;648800;654310;657200;657630;669950;671510;671860;673800;674940;686600;691160;700100;704270;707030;718670;727850;739630;741820;774861;782330;785790;788100;823130;823500;824270;834530;844590;847370;850320;861540;870780;881100;883710;924140;927380;939960;945360;946090;952060;952070;960090;976310;993090;1004240;1016790;1037130;1062110;1068820;1088710;1088850;1092790;1097150;1103860;1105500;1105510;1118200;1144250;1145360;1147560;1150760;1165470;1166290;1170060;1196590;1210320;1217060;1229380;1229490;1235140;1238860;1260320;1284950;1285670;1293230;1309950;1313140;1317020;1328350;1334590;1334730;1337520;1349040;1353230;1359090;1359980;1361210;1366800;1388590;1388770;1395560;1422450;1430420;1449280;1484720;1517290;1533420;1545990;1557740;1562430;1567080;1569520;1587130;1590910;1640300;1665500;1703340;1722620;1740720;1764390;1785150;1794680;1866180;1919550;1922560;1940340;1955330;1966720;1970580;1987080;2111190;2124120;2149010;2206270;2212330;2272250;2348100;2370570;2689470;2708450;2744230;2835570;2870710;2881650;2963880;3146520;3191050;3240220;3241660;3314790;3527290;3580580;3717340
76561198096727664,N/A,0,
76561198115069919,BR,0,
76561198148648386,N/A,PRIVADO,
76561198152737166,N/A,18,400;440;500;550;4000;105600;286160;304050;304930;322330;347720;391540;433340;489830;582660;813780;924970;1422450
76561198162716377,N/A,115,10;20;30;40;50;60;70;80;100;130;220;240;280;300;320;360;400;440;500;550;620;730;4000;107410;214850;218680;220200;227300;232770;235900;247120;250900;252150;254700;265210;278360;282800;283430;286360;286690;297130;304050;304930;310380;320300;322170;322330;323850;325180;343360;344910;346110;351940;354860;360970;362890;368230;382120;382570;391540;397950;403560;406090;407530;424840;431840;431960;433950;438480;440760;449220;489520;513510;513780;518800;522570;526870;539720;547960;562090;562360;576470;577460;586380;587430;590830;613100;620980;636150;654990;774171;845070;852110;863550;865040;908520;952040;1069740;1089980;1173510;1229490;1238840;1392820;1422450;1426440;1486630;1712840;2149010;2268470;2314160;2753720;2881650;3146520;3527290;3897800
76561198166894843,N/A,121,220;240;400;440;550;620;730;2280;2290;2300;4000;9050;9070;9160;19680;22380;31280;43110;49520;50300;57300;105600;113200;201810;204360;208200;218620;219150;219740;221040;222480;222880;223470;232770;239200;242700;245390;247080;250900;254700;261640;265930;274170;274520;286690;304050;304930;311210;322330;332800;350080;354240;361300;363440;367520;368230;371140;376300;379720;381210;386940;397540;399810;401680;420530;423230;460950;481510;504230;548430;553850;557340;574820;588650;599140;601150;602960;612880;613100;632470;725480;774361;782330;814380;924970;953490;966320;976310;1002300;1030300;1145360;1148590;1160330;1234430;1238060;1304930;1313140;1364780;1384160;1392820;1422450;1532510;1544020;1559430;1599470;1604000;1693980;1742930;1895350;1966720;1971870;2114740;2171440;2268470;2302140;2365810;2475490;3146520;3241660;3290710;3527290
76561198190825925,N/A,0,
76561198199042553,N/A,0,
76561198211771539,N/A,PRIVADO,
76561198220193773,N/A,907,10;20;30;40;50;60;70;80;100;130;220;240;280;300;320;360;400;500;550;620;730;1250;2280;2300;3590;3830;4000;4500;4560;6910;7000;7670;8000;8140;8190;8850;8870;8980;9050;9070;12120;12140;12210;12250;13250;15100;15700;15740;17390;17410;19000;19680;20510;20900;20920;21090;21110;21120;21130;22120;22140;22180;22300;22380;26800;31220;31230;31240;31250;31260;32440;34010;34190;34270;34330;34900;35000;35140;35420;38400;38700;39140;40400;40800;40990;41700;43110;43160;44350;48000;49520;50300;55100;55150;57300;63500;63700;63710;65930;67370;70300;71250;71340;95400;96000;99300;105600;108710;113200;115800;200260;200900;200940;201810;202200;203160;203650;203730;203750;203770;204360;204450;204880;206440;207140;207490;207530;207610;208140;208200;208610;208650;209000;209080;209120;209670;210770;210970;211160;213330;213610;213670;214510;218620;218640;218680;219150;219950;220240;220460;220700;221640;221910;222880;223470;224060;224760;225080;225160;225260;225540;226840;227600;228180;228200;230050;230820;231430;232090;232770;233130;233470;233610;233720;234140;234650;235460;235720;235800;235900;236090;236430;236450;236870;237630;237740;238320;238460;239030;239140;239200;239430;239820;240720;242700;242760;243470;244210;245170;245300;245390;246620;246740;246960;247120;248310;248650;248820;249050;249130;249590;250320;250620;250760;250900;251130;252150;252330;252950;253230;253840;254700;255520;256290;257510;257750;257830;260230;261030;261110;261180;261570;261640;263980;264200;265590;265930;268050;268870;268910;269210;269670;269710;270550;271590;271670;272060;273350;274170;275390;275850;277890;277950;278360;278460;280140;280680;282140;282800;283880;285160;285800;285960;286000;286160;286570;286690;287290;287700;288160;289440;289690;290040;292030;292570;293180;294020;294230;295790;296630;296870;297130;301690;302790;303390;304050;304240;304390;304430;304930;306040;307780;308000;308040;310560;311340;311690;312520;314020;314710;315210;315330;316790;317250;318600;319510;319630;319830;320040;322110;322170;322190;322330;322500;323580;323670;325180;327140;328100;329050;330180;331600;331690;331750;332360;334210;335190;335670;337340;338550;339340;339800;340730;341800;341940;342150;343710;345820;346110;346290;350080;351150;351940;355150;355170;356270;356570;357070;357190;360740;360970;362680;362870;362890;363440;363890;365450;366970;367520;368230;368420;371140;375310;375460;376870;377160;377600;378850;379720;381140;381210;382490;382570;383180;383870;383980;384190;384310;385710;385800;387290;388880;389170;390290;390520;390710;391220;391540;391720;393520;394510;395170;397540;397720;397740;399810;400240;400910;402390;405310;405640;405900;406150;406970;407530;409660;409710;409720;410110;410890;412020;413150;414340;414700;415420;418370;418530;418670;420530;420740;421040;423230;424840;428550;429720;431730;431960;433340;434050;434570;435120;435790;438480;439190;441380;442070;447040;448280;449220;450540;460790;460950;463030;463150;464060;464920;470220;475550;477160;480490;481510;485310;488790;488860;489220;489360;489520;489830;490820;491000;491950;492630;495050;495890;496300;498240;501300;502820;504130;504230;506610;508530;511740;512900;513780;516130;518120;519860;523780;524220;525040;526790;532210;533300;536220;539720;543260;544330;546090;546560;547960;548430;552440;552500;553340;553420;553850;554530;555000;557340;562360;562430;566190;567380;568090;571310;571740;573320;574980;579110;582010;584400;584640;587620;588650;595500;601150;601220;601430;601810;604330;607080;608800;608990;611500;612880;613100;617830;618140;618720;619700;620980;621060;622170;622650;629520;631510;632360;632470;635390;636150;637100;638230;638970;639780;639790;640590;643880;647830;648800;650510;654310;666020;668210;668580;673130;674940;675260;683320;684410;684460;684680;686060;690040;692890;696370;698670;700100;701160;701470;702150;702670;707030;711210;714120;718180;719750;722960;729040;731490;732430;733050;736260;737800;740190;742300;743450;743890;743900;747350;747660;750920;751780;752590;753640;760620;761620;763400;764790;769920;774171;774361;774711;780500;782330;787480;797410;801020;814540;818320;823130;823500;829110;829280;834530;838310;845070;846470;847360;847370;851100;851890;852110;858710;863550;865610;870780;881100;883710;900270;916730;920210;927380;938560;945360;960090;960910;963710;976310;976730;978460;990080;996580;999020;999220;1002300;1003890;1030300;1038300;1048540;1049410;1055540;1056960;1057090;1058830;1061910;1063660;1066260;1069740;1076280;1079210;1088850;1089980;1090630;1091500;1094390;1101450;1104380;1113560;1123450;1125480;1135690;1139900;1140270;1145360;1147560;1148590;1150690;1153430;1174690;1179080;1180660;1182900;1186640;1191630;1196590;1201630;1203420;1209490;1218210;1222140;1223750;1225560;1225570;1229490;1236300;1236990;1237320;1237970;1239690;1242980;1245430;1245620;1259420;1259510;1262040;1262350;1269640;1281270;1286710;1290000;1292940;1293830;1295790;1298140;1304930;1307580;1309950;1310330;1313140;1332010;1337520;1353230;1357860;1359980;1367590;1372110;1372280;1382330;1384160;1388770;1390350;1392820;1395560;1398910;1413660;1416050;1420290;1420300;1422450;1426210;1440440;1449560;1449690;1462040;1484720;1486630;1504020;1507580;1508270;1509960;1515950;1522160;1533420;1544360;1545450;1561340;1567440;1574270;1575470;1575810;1583230;1583850;1590910;1592190;1593500;1604000;1614440;1622800;1623730;1629530;1659040;1659420;1661630;1669420;1671210;1693980;1701800;1703340;1708010;1721470;1727210;1730680;1733890;1740230;1742930;1744330;1747050;1747760;1750570;1755910;1785150;1794680;1796220;1798010;1798020;1808680;1809540;1813430;1817070;1817190;1817230;1828690;1833490;1836120;1865960;1887840;1888930;1892420;1895350;1895880;1898290;1901370;1906020;1911610;1912750;1919460;1944430;1949030;1966720;1967510;1971870;1989270;1996010;1999360;2001340;2005010;2017370;2020030;2050650;2055290;2075070;2111190;2124490;2132890;2138710;2139020;2149010;2166050;2183650;2183900;2208350;2215260;2231450;2240790;2320910;2329130;2348100;2365810;2379780;2417610;2419670;2427410;2427420;2427430;2475490;2478970;2494440;2552430;2552440;2552450;2575900;2580020;2592160;2637990;2638370;2648050;2651280;2669410;2701700;2701800;2714620;2763670;2768430;2794770;2835570;2878270;2881650;2915460;2947440;3050900;3097560;3120020;3146520;3180070;3191050;3209480;3232610;3240220;3241660;3243190;3303780;3339880;3373660;3457940;3463050;3500390;3510060;3548000;3570370;3580160;3633250;3684610;3717340;3756010;3837340;3897800
76561198238951098,N/A,PRIVADO,
76561198239173412,N/A,122,10;70;80;100;220;320;360;440;550;2310;7670;8850;8870;21690;24960;34270;40990;43110;43160;47890;49520;57300;65790;203160;204450;211820;214340;218620;220200;221040;225080;226620;232790;239200;242700;242760;245170;247080;265550;285160;288470;289690;297130;304930;320040;322330;323220;327070;334940;346110;349730;351940;366320;367520;367540;369070;374040;381210;383150;383180;391540;392110;404540;407530;409710;409720;413150;424840;433340;435120;437920;442070;445980;455120;464920;465200;489830;503560;520720;523650;546430;548430;552500;572890;582660;587520;593600;599140;606150;607050;613100;619700;622890;701160;705120;706220;723100;793460;834450;846030;858820;873940;914800;945360;967050;1016790;1069030;1071870;1103730;1154810;1180660;1191900;1194250;1422450;1629520;1703140;1712840;1953230;2149010;2828500;3144950;4015530
76561198261479292,N/A,0,
76561198263578442,BR,0,
76561198279914122,N/A,0,
76561198280334272,BR,311,10;20;30;40;50;60;70;80;100;130;220;240;280;300;320;360;400;440;500;550;620;730;1250;2310;3910;4000;4500;4560;4570;4580;6910;9310;9340;9450;12140;12150;12210;15620;20510;20540;20570;21690;22380;34030;34270;34330;35420;38400;38410;38420;39210;40800;40990;41700;43160;44350;49520;50130;55100;55230;56400;57300;67370;105600;107410;108600;113020;200170;200510;203160;204360;204450;205230;205950;207140;208140;209080;211820;212680;215530;218620;219150;219640;219990;221040;221380;222880;225260;226840;228200;231430;232090;233130;234140;238320;239200;239820;242700;242760;245390;248710;250900;252490;254700;255520;255710;261640;262060;264710;268500;271590;274170;274520;275390;281990;282440;282800;283640;286160;286690;287390;287700;289690;292030;294100;297130;298900;304050;304390;304930;306130;307690;307780;310560;311340;311690;312660;316790;322330;325180;328760;333640;335300;346110;355790;359550;361280;364360;367450;367540;371970;374320;377160;377680;379430;379720;381210;382560;383180;390710;391540;391720;394360;397540;407530;407980;413150;418370;424840;431960;435150;436780;457590;470220;473690;489520;489630;489830;493340;493520;504370;505460;519860;520720;528230;529340;547960;548430;552500;562860;570050;571310;581320;582010;582660;585420;594570;594650;601150;602960;611500;617290;623990;629760;632360;632470;646570;654310;671860;673130;673880;677120;686060;692890;706220;719040;739630;753590;757320;766730;770720;774361;785740;813780;816090;824600;847370;865360;893680;928600;945360;950740;960090;976310;1010750;1030830;1062090;1072150;1085660;1086940;1091500;1142710;1144200;1158310;1158500;1172620;1174180;1196590;1212620;1217060;1222680;1229490;1237950;1245430;1245620;1262580;1334730;1336490;1337520;1359980;1361210;1363080;1388770;1422450;1454400;1471410;1484720;1486630;1517290;1551360;1601580;1604030;1669000;1778820;1785150;1794680;1808500;1824220;1938090;1940340;1955330;1966720;2050650;2138710;2149010;2183900;2186680;2231450;2236070;2379780;2427410;2427420;2427430;2488590;2543510;2694490;2726870;2790330;2807960;2868840;2881650;3043740;3240220;3241660;3314790;3405340;3450310;3527290;3556750;3595230;3932890
76561198291345400,BR,569,10;20;30;40;50;60;70;80;100;130;220;240;280;300;320;360;400;440;500;550;620;730;1250;2200;2210;2280;2290;2300;2310;2320;2350;2360;2370;2390;2600;3480;3540;3590;3830;4000;6910;7670;8850;8870;8980;9050;9060;9070;9160;9480;12120;12250;15700;17390;17440;17450;20900;22000;22300;22320;22330;22370;22380;24720;25000;25010;29900;34270;34900;35420;35720;38400;38410;39140;39210;40800;42910;43110;47810;47890;49520;55100;55230;57300;63500;72850;105450;105600;108600;113200;200510;200900;200940;202200;203160;203770;204360;204880;205230;205950;206420;207530;208200;209080;209670;210770;211820;213670;214510;218620;218680;219640;219740;220200;221380;221910;222880;224760;225260;227300;228280;230290;231740;232010;232050;232090;233130;234190;234650;234670;235800;235900;236090;236150;237930;238210;238320;238460;239030;239200;239820;242700;245390;246620;247080;250520;250900;251130;251570;253230;255520;255710;257350;257750;257850;260530;261110;261640;262060;263760;264710;265590;265930;266310;266840;268500;268870;268910;269050;271590;274190;275850;278360;280740;281990;282440;282800;285160;286160;286570;288160;288470;289690;292030;292910;294810;297130;301910;304390;305050;306130;308040;311240;312520;314710;318600;320040;321800;322330;323580;324680;324800;331670;332310;334210;335300;338550;339590;344300;345370;347510;349040;349790;351510;351920;357190;359320;359650;361280;363440;363890;364800;364810;364820;365450;367450;367540;367570;367580;367670;368230;368420;368620;374320;377160;383120;383270;383980;384110;384630;386940;387990;388410;389730;391540;391720;394690;395170;397460;397740;400080;400250;405640;405900;409710;409720;410700;410710;413150;420530;425580;427410;427730;431240;431730;431960;433340;434170;434650;439190;440650;441280;442070;456750;457140;460790;462960;466300;470220;474750;477740;480490;481510;482400;488790;489220;489830;490220;493340;495050;495140;495280;495890;499440;500810;504230;505230;508440;510420;512250;513780;519860;522040;523000;525480;543870;544750;546400;548430;552500;553420;557830;575640;578650;582010;582550;582660;582890;584400;587620;588650;599140;600370;601150;604330;607080;608800;610180;611500;619780;623940;629520;632360;632470;637100;640820;646570;648800;654310;654880;674930;683900;700100;703080;706220;710470;710710;717640;729040;736260;739630;741820;743130;743450;743890;743900;745920;753640;757310;774181;774461;787480;797410;813780;814540;821890;823130;833040;843380;844590;865610;881100;882100;894020;913740;919410;924980;925950;933110;938860;945360;960090;962580;963710;966320;975370;977950;997720;1002300;1017900;1018900;1022310;1028350;1042550;1046820;1055540;1069160;1075740;1086940;1091500;1092790;1093840;1096530;1102130;1105890;1113000;1122720;1125510;1129310;1129540;1133760;1140270;1144030;1145350;1145360;1147860;1148590;1150530;1151340;1151640;1158850;1170080;1172620;1181840;1191120;1196630;1201630;1205520;1208030;1211630;1217060;1218210;1222670;1225580;1229380;1229490;1235140;1237320;1245620;1257810;1259790;1262240;1262350;1269950;1270580;1286710;1291340;1296610;1313140;1321440;1328670;1330470;1332010;1345860;1349230;1359120;1361320;1369340;1420320;1422450;1424330;1446780;1454400;1458140;1458560;1466860;1486050;1529810;1552350;1562430;1569580;1586800;1587130;1597730;1602010;1619520;1631470;1657630;1659040;1663040;1665190;1668290;1671210;1679210;1687950;1703340;1716120;1730360;1730700;1735700;1745510;1762550;1764390;1768650;1777620;1785150;1809540;1809700;1812370;1812410;1812420;1846170;1850550;1864950;1907000;1912750;1920490;1922560;1924400;1966720;1967510;1970580;1984270;1988540;1989270;1999360;2008920;2015270;2082410;2084240;2124380;2137700;2161700;2179850;2200780;2207970;2212330;2217000;2291760;2328650;2357910;2365810;2379780;2443360;2445690;2450400;2462520;2475490;2543510;2552430;2552440;2552450;2564960;2592160;2678990;2702490;2756920;2768430;2800590;2835570;2840190;2846060;2881650;2949300;3066570;3070070;3146520;3191030;3240220;3286930;3314060;3314070;3339880;3463050;3527290;3651950;3716600;3837340;3897800
76561198294340739,N/A,PRIVADO,
76561198296202369,BR,0,
76561198298043564,N/A,0,
76561198312309610,N/A,PRIVADO,
76561198314617734,N/A,0,
76561198318937764,N/A,0,
76561198319208451,N/A,0,
76561198336339580,N/A,0,
76561198339125370,BR,0,
76561198340534008,CN,PRIVADO,
76561198365889723,N/A,0,
76561198365923773,AQ,141,220;320;360;440;550;620;4000;10150;12120;12130;12250;17390;19680;19900;21640;31280;34270;40990;42910;43110;49520;55230;73050;105600;108600;113200;203160;204360;204450;208610;209670;211820;213670;217200;218680;219150;220240;223470;232770;242700;245170;247080;250900;262060;273350;274170;274350;282800;286690;297130;304050;304390;304930;310560;311690;316790;322330;325180;346110;351510;355170;362680;362930;367540;368230;373600;374320;383180;384310;386940;397740;407530;411370;413150;418530;421040;424840;431960;434570;442070;448070;475150;489520;490860;504230;523780;548430;599140;606150;613100;617670;619700;629520;638970;654310;657200;734920;774171;813540;814540;835700;859680;960090;978460;1016790;1072120;1108370;1112890;1144770;1239690;1245430;1282730;1284950;1285670;1334590;1422450;1454400;1484720;1604000;1703140;1719460;1739070;1755300;1794680;1944570;1996010;2149010;2212330;2231450;2337860;2351080;2768430;2796010;2828500;2881650;3062930;3144950;3146520;3259470;3463050;3897800
76561198372913978,VE,145,10;70;80;100;220;240;300;320;360;440;500;550;4000;21690;29900;49520;50130;57300;105000;200020;200260;203160;203830;204360;209000;209670;214340;219910;220700;220740;230820;239200;241910;243200;252150;252410;253430;255280;255320;265930;268540;282800;286690;289280;302190;311190;319830;322330;357070;360940;381210;384310;390290;390340;406090;410110;418180;418670;420740;427730;431710;433340;439250;460960;462960;481870;489630;499890;503560;504390;527710;532210;539470;544610;546090;552500;561770;569610;582660;583950;599140;610570;613100;624690;640890;656970;701470;718180;729460;729720;740240;740410;753660;769920;793460;805880;813540;823130;824270;862740;897630;924970;928840;960990;962580;1025440;1030830;1035510;1085510;1134700;1180660;1200580;1245430;1261520;1269500;1356040;1368870;1422450;1456200;1486630;1510580;1515950;1543240;1608450;1659040;1703140;1755300;1755910;1836120;1938090;1990740;2337860;2543510;2623090;2747770;2796010;2881650;2955840;3017580;3098890;3144950;3438990;3463050;3595230;3656800
76561198380091141,N/A,0,
76561198413886009,BR,115,220;320;360;550;620;4000;19680;43110;43160;49520;105600;200900;204360;213670;218620;219150;221260;238460;245170;245390;246900;252410;254700;255520;265210;275850;282800;286690;288160;297130;304050;320240;322330;346110;351510;367520;377600;383180;383270;407530;413150;413410;413420;418670;424840;425580;431710;431960;435120;437920;464920;469820;475550;489630;501300;520720;521890;544610;552500;555950;556130;567640;582660;613100;624690;774171;916730;960090;1025440;1035510;1113000;1118200;1135690;1140630;1144770;1145350;1145360;1172620;1174180;1180660;1200580;1206610;1222140;1238810;1274570;1293180;1332010;1349040;1356040;1368870;1422450;1432860;1451940;1454400;1486630;1507580;1510580;1515950;1608450;1629520;1703140;1712840;1818750;1849000;1861970;2149010;2495100;2514960;2780980;2881650;2955840;3017580;3062930;3241660;3527290
76561198419652307,N/A,0,
76561198797330567,BR,0,
76561198809761031,N/A,0,
76561198846073536,N/A,0,
76561198857071387,BR,35,70;220;320;360;440;3310;3330;3480;3590;78000;105600;250900;322330;442070;503560;548430;552500;561770;599140;729720;736260;740240;945360;960090;1089980;1200580;1269500;1404850;1755300;2231450;2379780;2828500;3191030;3527290;3897800
76561198857379365,BR,0,
76561198878853453,N/A,0,
76561198949439419,BR,0,
76561198978476078,N/A,62,730;4000;34270;34900;105600;200170;204360;250900;292030;297130;312520;322330;329050;335300;367520;371970;374320;413150;428550;431960;489830;527230;553850;570940;582010;586140;601150;631510;774361;814380;880940;883710;945360;1030300;1063730;1086940;1090630;1091500;1097150;1150690;1245620;1260320;1274570;1286580;1349040;1384160;1422450;1446780;1451940;1966720;2076740;2246340;2567870;2622380;2780980;2784470;2807960;2881650;3146520;3241660;3527290;3716600
76561198980203860,BR,147,400;440;550;620;730;21640;22300;34270;34330;105600;200170;203160;204360;205100;205950;211820;214510;218620;238460;242700;245170;250900;252950;253230;282800;286000;286160;289690;294860;297130;307690;310080;310950;322330;348550;357190;359550;359870;367520;367540;371970;381210;385800;389730;397540;397740;413150;413410;413420;418270;424840;425220;437920;489520;489630;509220;548430;552500;555950;567640;577940;582010;582660;586140;599140;610360;616560;623940;623990;627270;640590;657200;661990;678950;706220;739630;743450;774171;801630;820520;833040;924140;945360;960090;969990;1042550;1058450;1086940;1089090;1090630;1097150;1110100;1140270;1144030;1160220;1172380;1172620;1181840;1196630;1205960;1216060;1218210;1229380;1229490;1235140;1269260;1321440;1331210;1334590;1342260;1364780;1372110;1372280;1384160;1388770;1392820;1422450;1426210;1498570;1578650;1599020;1602010;1604000;1629530;1657630;1699480;1755910;1785150;1794680;1881420;1922560;1966720;2149010;2181930;2229560;2231450;2796010;2835570;2869860;2881650;3146520;3191050;3212530;3241660;3400930;3405340;3527290
76561198995530781,N/A,PRIVADO,
76561199045058442,BR,0,
76561199060019402,BR,0,
76561199085579460,N/A,0,
76561199167305495,N/A,0,
76561199196827317,N/A,0,
76561199236021172,N/A,0,
76561199262541177,BR,35,10;80;100;440;500;550;3590;4000;12200;19900;108600;227300;242050;242760;254700;332800;346110;383180;407530;413150;516750;582660;675010;728880;729720;1017180;1422450;1610470;1922560;2071500;2075070;2835570;3097560;3241660;4164420
76561199274341494,N/A,PRIVADO,
76561199377122494,N/A,PRIVADO,
76561199500912137,N/A,54,70;220;320;360;400;440;500;550;620;730;3590;213670;232770;239140;253230;282800;304390;311690;322170;322330;413150;431960;442070;488790;555160;561770;582660;613100;617830;729720;814540;960090;1009850;1019550;1091500;1229490;1313140;1422450;1671210;1875280;1966720;2348650;2370570;2578910;2768430;2796010;2828500;2835570;3054820;3144950;3146520;3241660;3463050;3527290
76561199605981583,N/A,0,
76561197986276329,N/A,PRIVADO,
76561197989757204,N/A,PRIVADO,
76561198008641545,N/A,0,
76561198022392449,N/A,0,
76561198039869697,N/A,0,
76561198040900746,BR,248,10;80;100;240;320;400;440;550;570;620;730;1250;4000;8850;8930;8980;9930;12210;12750;22200;34270;34330;35420;42910;43110;43160;49520;50130;55150;57300;57690;63380;65800;70000;91900;96400;96800;105600;203160;203630;204100;204450;207140;207230;208090;211380;214510;216370;218620;219640;219740;225760;226620;227300;231430;233130;235210;235900;238320;238370;238430;239200;242700;244210;252950;255520;270450;271290;273350;275390;283270;285010;285160;286570;304390;307780;322330;346110;361600;368420;381210;383180;383840;397080;400080;406970;407530;408900;409720;422110;424840;431240;431600;431930;435790;441380;443910;475150;476600;476620;477160;504390;512900;534380;550320;552500;577940;578080;579110;582660;583950;591760;594650;597820;599140;600480;611500;613100;616560;619080;627270;629520;629820;640590;651150;654310;657200;660160;668580;671860;686810;690040;699920;706220;711540;729040;731490;737800;745920;751780;770720;774171;794260;802240;815370;821290;838110;858210;860900;863550;880940;881090;881100;887720;893030;895400;907650;918570;928050;939100;939510;943140;945360;951440;962730;971690;976590;986040;990080;996580;996770;999220;1005240;1022310;1029210;1030830;1046930;1049410;1058200;1059880;1061910;1062160;1063730;1069530;1076280;1078920;1091500;1091920;1096690;1124260;1132910;1136380;1140630;1144020;1147560;1150150;1154040;1165400;1180660;1194250;1203620;1217060;1220140;1222690;1239190;1241100;1259970;1266700;1268750;1269260;1274570;1278190;1279580;1282100;1336560;1364290;1381440;1386900;1413370;1416260;1418100;1422450;1501750;1514950;1525700;1538570;1556870;1570410;1584750;1604030;1623730;1641700;1715130;1790600;1791790;1794680;1838290;1846380;1913210;1924430;2005010;2149010;2163330;2228030;2286450;2358720;2694420;2807960
76561198043976532,N/A,0,
76561198045309162,N/A,PRIVADO,
76561198058892914,N/A,50,570;730;17390;17440;24720;35720;45760;203160;208650;218620;219150;222420;222440;222940;225540;269210;287290;292030;304050;304390;304930;307780;310950;348550;356190;357190;359550;389730;431960;504230;577940;578080;582660;601150;623990;646910;654310;706220;824270;848450;960090;976310;1046930;1089350;1172380;1222680;1364780;1515950;1778820;2698940
76561198061331289,BR,0,
76561198063399591,N/A,0,
76561198066243047,N/A,0,
76561198067166716,N/A,7,10;80;100;730;34270;202530;467370
76561198067861658,N/A,PRIVADO,
76561198072702421,N/A,0,
76561198073801267,N/A,0,
76561198074038268,N/A,0,
76561198077555501,N/A,0,
76561198085270024,N/A,4,440;730;304050;304930
76561198091872097,BR,PRIVADO,
76561198093334881,BR,0,
76561198111750614,N/A,0,
76561198111853868,N/A,PRIVADO,
76561198123125731,N/A,0,
76561198129538416,BR,0,
76561198129907194,N/A,0,
76561198133015296,N/A,0,
76561198138324199,N/A,0,
76561198139229275,BR,152,550;730;1250;4000;8600;8660;21690;21780;22330;22380;35420;39680;42910;49520;50300;55230;57300;63380;65930;67370;104900;105600;108600;203160;204360;204450;209630;211500;218620;219640;221040;223470;231430;233130;238320;239200;242700;242760;252490;252950;255520;261640;269210;271590;273350;285500;286570;286810;287290;287700;297000;304050;304390;304930;306130;307690;310560;311340;319630;321040;322330;323580;346110;356190;367500;371180;374320;381210;383180;383270;391720;399820;407530;413150;424840;431960;437920;470220;477160;489520;489830;504370;504390;506500;520720;552500;578080;582010;582660;594650;599140;607890;611500;613100;613730;633230;640590;641990;646910;648800;654310;657200;671860;674940;678960;706220;729720;739630;743640;770720;774861;858820;892970;897820;931180;945360;960090;997010;1022310;1063730;1084600;1086940;1097150;1103730;1119730;1144200;1174180;1180660;1245620;1274570;1404210;1422450;1456200;1468810;1604030;1623730;1659040;1672970;1755300;1794680;1811260;1942280;2138720;2149010;2475460;2625420;2881650;3059520;3097560;3164500;3240220;3527290
76561198141357941,N/A,0,
76561198141554215,N/A,0,
76561198144457949,N/A,0,
76561198144862318,N/A,PRIVADO,
76561198148104588,BR,119,500;550;730;8930;12120;12210;12250;20900;20920;22300;24240;44350;49520;50620;65790;105600;108600;204100;204880;208140;214510;219740;219990;220240;225540;226840;231430;235540;239140;261640;267530;269210;271590;272510;278360;285160;285800;286160;286690;287390;292030;298110;304050;304930;310560;312660;312670;320040;322330;323850;330020;346110;359550;361280;365590;371660;388410;391540;407530;412020;418240;435150;438740;460930;462780;466560;468920;518790;524440;527230;548430;552520;582660;582890;588650;599140;602960;606150;606280;623990;632360;633230;648800;671510;671860;680030;701160;704270;706220;741500;794260;814380;815370;829590;845880;846770;858820;892970;939960;960090;972660;983970;1063730;1110910;1144200;1149460;1169040;1172620;1174180;1217060;1222690;1326470;1422450;1449560;1562430;1593500;1672970;1684080;3240220
76561198150779809,N/A,0,
